State,District,District_Id,Temprature,Year,Rainfall,Season,Crop,Crop_Id,Area,Production
Karnataka,Bidar,5,29,2001,125,Kharif     ,Sesamum,23,9336,6590
Karnataka,Bidar,5,27,2002,127,Kharif     ,Sunflower,17,375,610
Karnataka,Bidar,5,30,2003,119,Kharif     ,Urad,21,2250,1240
Karnataka,Bidar,5,28,2004,121,Whole Year ,Sugarcane,16,35875,5297300
Karnataka,Bidar,5,27,2005,127,Kharif     ,Arhar/Tur,1,488,266
Karnataka,Bidar,5,27,2006,128,Kharif     ,Bajra,2,1583,1350
Karnataka,Bidar,5,29,2007,118,Kharif     ,Castor seed,5,852,237
Karnataka,Bidar,5,30,2008,116,Kharif     ,Cotton(lint),8,2709,4717
Karnataka,Bidar,5,29,2009,122,Kharif     ,Groundnut,10,27513,35111
Karnataka,Bidar,5,27,2009,114,Kharif     ,Horse-gram,24,7830,1510
Karnataka,Bidar,5,29,2010,126,Kharif     ,Jowar,11,3383,1811
Karnataka,Bidar,5,31,2011,118,Kharif     ,Korra,33,2,2
Karnataka,Bidar,5,28,2012,128,Kharif     ,Maize,12,7354,16806
Karnataka,Bidar,5,27,2013,113,Kharif     ,Moong(Green Gram),13,4460,1899
Karnataka,Bidar,5,27,2014,112,Kharif     ,Other Kharif pulses,37,11118,2381
Karnataka,Bidar,5,30,2015,110,Kharif     ,Ragi,15,9574,10599
Karnataka,Bidar,5,26,2016,128,Kharif     ,Rice,0,16691,74471
Karnataka,Bidar,5,27,2017,120,Kharif     ,Samai,34,30,22
Karnataka,Bidar,5,27,2018,117,Kharif     ,Sesamum,23,12474,8295
Karnataka,Bidar,5,28,2009,121,Kharif     ,Small millets,22,2,1
Karnataka,Bidar,5,27,2010,117,Kharif     ,Sunflower,17,339,462
Karnataka,Bidar,5,28,2011,124,Kharif     ,Urad,21,1962,586
Karnataka,Bidar,5,27,2012,124,Rabi       ,Gram,28,353,277
Karnataka,Bidar,5,27,2013,124,Rabi       ,Rapeseed &Mustard,38,96,22
Karnataka,Bidar,5,25,2014,114,Whole Year ,Ash Gourd,41,11,0
Karnataka,Bidar,5,27,2015,111,Whole Year ,Banana,3,4450,139630
Karnataka,Bidar,5,29,2016,115,Whole Year ,Beans & Mutter(Vegetable),42,93,0
Karnataka,Bidar,5,30,2017,128,Whole Year ,Beet Root,43,17,0
Karnataka,Bidar,5,28,2018,111,Whole Year ,Bhindi,44,161,1199
Karnataka,Bidar,5,30,2009,113,Whole Year ,Bitter Gourd,45,3,0
Karnataka,Bidar,5,27,2010,113,Whole Year ,Bottle Gourd,46,3,0
Karnataka,Bidar,5,31,2011,123,Whole Year ,Brinjal,47,293,2234
Karnataka,Bidar,5,27,2012,117,Whole Year ,Cabbage,70,22,1291
Karnataka,Bidar,5,31,2013,112,Whole Year ,Cashewnut,4,34,10
Karnataka,Bidar,5,31,2014,126,Whole Year ,Cauliflower,48,10,0
Karnataka,Bidar,5,27,2015,121,Whole Year ,Citrus Fruit,49,87,96
Karnataka,Bidar,5,27,2016,126,Whole Year ,Coconut ,6,17377,161700
Karnataka,Bidar,5,25,2017,130,Whole Year ,Cucumber,50,8,0
Karnataka,Bidar,5,26,2018,119,Whole Year ,Drum Stick,51,552,0
Karnataka,Bidar,5,27,2009,118,Whole Year ,Dry chillies,9,665,519
Karnataka,Bidar,5,29,2010,125,Whole Year ,Garlic,52,43,242
Karnataka,Bidar,5,27,2011,127,Whole Year ,Grapes,53,3,44
Karnataka,Bidar,5,30,2012,119,Whole Year ,Jack Fruit,54,14,158
Karnataka,Bidar,5,28,2013,121,Whole Year ,Lab-Lab,55,146,0
Karnataka,Bidar,5,27,2014,127,Whole Year ,Mango,56,1012,6064
Karnataka,Bidar,5,27,2015,128,Whole Year ,Onion,14,1785,22534
Karnataka,Bidar,5,29,2016,118,Whole Year ,Orange,57,43,66
Karnataka,Bidar,5,30,2017,116,Whole Year ,Other Citrus Fruit,58,131,0
Karnataka,Bidar,5,29,2018,122,Whole Year ,Other Fresh Fruits,59,121,0
Karnataka,Bidar,5,27,2000,114,Whole Year ,Other Vegetables,60,219,0
Karnataka,Bidar,5,29,2001,126,Whole Year ,Papaya,61,18,0
Karnataka,Bidar,5,31,2002,118,Whole Year ,Pome Fruit,62,182,952
Karnataka,Bidar,5,28,2003,128,Whole Year ,Pome Granet,63,10,0
Karnataka,Bidar,5,27,2004,113,Whole Year ,Potato,73,58,1103
Karnataka,Bidar,5,27,2005,112,Whole Year ,Pump Kin,71,121,0
Karnataka,Bidar,5,30,2006,110,Whole Year ,Ribed Guard,65,13,0
Karnataka,Bidar,5,26,2007,128,Whole Year ,Snak Guard,66,18,0
Karnataka,Bidar,5,27,2008,120,Whole Year ,Sugarcane,16,27376,3337780
Karnataka,Bidar,5,27,2009,117,Whole Year ,Sweet potato,18,3,41
Karnataka,Bidar,5,28,2000,121,Whole Year ,Tapioca,19,3745,76725
Karnataka,Bidar,5,27,2001,117,Whole Year ,Tobacco,25,6,8
Karnataka,Bidar,5,28,2002,124,Whole Year ,Tomato,67,682,8930
Karnataka,Bidar,5,27,2003,124,Whole Year ,Turmeric,20,6135,28781
Karnataka,Bidar,5,27,2004,124,Whole Year ,Water Melon,68,12,0
Karnataka,Bidar,5,25,2005,114,Whole Year ,Yam,69,375,0
Karnataka,Bidar,5,27,2006,111,Kharif     ,Arhar/Tur,1,953,445
Karnataka,Bidar,5,29,2007,115,Kharif     ,Bajra,2,1566,1703
Karnataka,Bidar,5,30,2008,128,Kharif     ,Castor seed,5,1123,311
Karnataka,Bidar,5,28,2009,111,Kharif     ,Cotton(lint),8,2815,3852
Karnataka,Bidar,5,30,2000,113,Kharif     ,Groundnut,10,32090,40870
Karnataka,Bidar,5,27,2001,113,Kharif     ,Horse-gram,24,8515,2008
Karnataka,Bidar,5,31,2002,123,Kharif     ,Jowar,11,6094,3302
Karnataka,Bidar,5,27,2003,117,Kharif     ,Maize,12,10495,23991
Karnataka,Bidar,5,31,2004,112,Kharif     ,Moong(Green Gram),13,5379,2693
Karnataka,Bidar,5,31,2005,126,Kharif     ,Other Kharif pulses,37,12423,2660
Karnataka,Bidar,5,27,2006,121,Kharif     ,Ragi,15,8429,6804
Karnataka,Bidar,5,27,2007,126,Kharif     ,Rice,0,1944,7962
Karnataka,Bidar,5,25,2008,130,Kharif     ,Sesamum,23,6871,4320
Karnataka,Bidar,5,26,2009,119,Kharif     ,Small millets,22,105,104
Karnataka,Bidar,5,27,2000,118,Kharif     ,Sunflower,17,657,1093
Karnataka,Bidar,5,29,2001,125,Kharif     ,Urad,21,2195,548
Karnataka,Bidar,5,27,2002,127,Rabi       ,Gram,28,300,236
Karnataka,Bidar,5,30,2003,119,Rabi       ,Rapeseed &Mustard,38,72,17
Karnataka,Bidar,5,28,2004,121,Whole Year ,Ash Gourd,41,46,0
Karnataka,Bidar,5,27,2005,127,Whole Year ,Banana,3,4090,111558
Karnataka,Bidar,5,27,2006,128,Whole Year ,Beans & Mutter(Vegetable),42,75,0
Karnataka,Bidar,5,29,2007,118,Whole Year ,Beet Root,43,9,0
Karnataka,Bidar,5,30,2008,116,Whole Year ,Bhindi,44,138,966
Karnataka,Bidar,5,29,2009,122,Whole Year ,Bitter Gourd,45,8,0
Karnataka,Bidar,5,27,2009,114,Whole Year ,Bottle Gourd,46,1,0
Karnataka,Bidar,5,29,2010,126,Whole Year ,Brinjal,47,355,3969
Karnataka,Bidar,5,31,2011,118,Whole Year ,Cabbage,70,17,1080
Karnataka,Bidar,5,28,2012,128,Whole Year ,Carrot,74,2,0
Karnataka,Bidar,5,27,2013,113,Whole Year ,Cashewnut,4,63,22
Karnataka,Bidar,5,27,2014,112,Whole Year ,Cauliflower,48,3,0
Karnataka,Bidar,5,30,2015,110,Whole Year ,Citrus Fruit,49,90,94
Karnataka,Bidar,5,26,2016,128,Whole Year ,Coconut ,6,17486,101900
Karnataka,Bidar,5,27,2017,120,Whole Year ,Coriander,7,4,1
Karnataka,Bidar,5,27,2018,117,Whole Year ,Cucumber,50,1,0
Karnataka,Bidar,5,28,2009,121,Whole Year ,Drum Stick,51,550,8
Karnataka,Bidar,5,27,2010,117,Whole Year ,Dry chillies,9,767,601
Karnataka,Bidar,5,28,2011,124,Whole Year ,Garlic,52,18,101
Karnataka,Bidar,5,27,2012,124,Whole Year ,Grapes,53,7,169
Karnataka,Bidar,5,27,2013,124,Whole Year ,Jack Fruit,54,12,116
Karnataka,Bidar,5,25,2014,114,Whole Year ,Lab-Lab,55,204,0
Karnataka,Bidar,5,27,2015,111,Whole Year ,Mango,56,989,4109
Karnataka,Bidar,5,29,2016,115,Whole Year ,Onion,14,1320,9485
Karnataka,Bidar,5,30,2017,128,Whole Year ,Orange,57,98,192
Karnataka,Bidar,5,28,2018,111,Whole Year ,Other Citrus Fruit,58,165,0
Karnataka,Bidar,5,30,2009,113,Whole Year ,Other Fresh Fruits,59,156,0
Karnataka,Bidar,5,27,2010,113,Whole Year ,Other Vegetables,60,132,0
Karnataka,Bidar,5,31,2011,123,Whole Year ,Papaya,61,53,0
Karnataka,Bidar,5,27,2012,117,Whole Year ,Plums,80,13,0
Karnataka,Bidar,5,31,2013,112,Whole Year ,Pome Fruit,62,172,1208
Karnataka,Bidar,5,31,2014,126,Whole Year ,Pome Granet,63,14,0
Karnataka,Bidar,5,27,2015,121,Whole Year ,Potato,73,128,1995
Karnataka,Bidar,5,27,2016,126,Whole Year ,Pump Kin,71,40,0
Karnataka,Bidar,5,25,2017,130,Whole Year ,Ribed Guard,65,12,0
Karnataka,Bidar,5,26,2018,119,Whole Year ,Snak Guard,66,6,0
Karnataka,Bidar,5,27,2009,118,Whole Year ,Sugarcane,16,13371,1366904
Karnataka,Bidar,5,29,2010,125,Whole Year ,Sweet potato,18,7,101
Karnataka,Bidar,5,27,2011,127,Whole Year ,Tapioca,19,3834,136176
Karnataka,Bidar,5,30,2012,119,Whole Year ,Tomato,67,573,7050
Karnataka,Bidar,5,28,2013,121,Whole Year ,Turmeric,20,5862,32566
Karnataka,Bidar,5,27,2014,127,Whole Year ,Water Melon,68,3,0
Karnataka,Bidar,5,27,2015,128,Whole Year ,Yam,69,330,0
Karnataka,Bidar,5,29,2016,118,Kharif     ,Arhar/Tur,1,1428,953
Karnataka,Bidar,5,30,2017,116,Kharif     ,Bajra,2,1333,1673
Karnataka,Bidar,5,29,2018,122,Kharif     ,Castor seed,5,1347,373
Karnataka,Bidar,5,27,2000,114,Kharif     ,Cotton(lint),8,5434,12272
Karnataka,Bidar,5,29,2001,126,Kharif     ,Groundnut,10,44660,82524
Karnataka,Bidar,5,31,2002,118,Kharif     ,Horse-gram,24,8442,2141
Karnataka,Bidar,5,28,2003,128,Kharif     ,Jowar,11,745,446
Karnataka,Bidar,5,27,2004,113,Kharif     ,Maize,12,15759,36028
Karnataka,Bidar,5,27,2005,112,Kharif     ,Moong(Green Gram),13,5644,2484
Karnataka,Bidar,5,30,2006,110,Kharif     ,Other Kharif pulses,37,13098,2804
Karnataka,Bidar,5,26,2007,128,Kharif     ,Ragi,15,8065,9463
Karnataka,Bidar,5,27,2008,120,Kharif     ,Rice,0,55347,216247
Karnataka,Bidar,5,27,2009,117,Kharif     ,Sesamum,23,17277,13852
Karnataka,Bidar,5,28,2000,121,Kharif     ,Small millets,22,37,31
Karnataka,Bidar,5,27,2001,117,Kharif     ,Sunflower,17,1857,3213
Karnataka,Bidar,5,28,2002,124,Kharif     ,Urad,21,1962,521
Karnataka,Bidar,5,27,2003,124,Rabi       ,Gram,28,8,6
Karnataka,Bidar,5,27,2004,124,Rabi       ,Rapeseed &Mustard,38,80,18
Karnataka,Bidar,5,25,2005,114,Whole Year ,Arecanut,40,155,182
Karnataka,Bidar,5,27,2006,111,Whole Year ,Banana,3,6433,249044
Karnataka,Bidar,5,29,2007,115,Whole Year ,Cashewnut,4,94,34
Karnataka,Bidar,5,30,2008,128,Whole Year ,Coconut ,6,17603,191700
Karnataka,Bidar,5,28,2009,111,Whole Year ,Coriander,7,4,2
Karnataka,Bidar,5,30,2000,113,Whole Year ,Dry chillies,9,863,731
Karnataka,Bidar,5,27,2001,113,Whole Year ,Garlic,52,24,135
Karnataka,Bidar,5,31,2002,123,Whole Year ,Onion,14,1679,22739
Karnataka,Bidar,5,27,2003,117,Whole Year ,Potato,73,97,1404
Karnataka,Bidar,5,31,2004,112,Whole Year ,Sugarcane,16,19948,2675825
Karnataka,Bidar,5,31,2005,126,Whole Year ,Sweet potato,18,35,529
Karnataka,Bidar,5,27,2006,121,Whole Year ,Tapioca,19,4039,153407
Karnataka,Bidar,5,27,2007,126,Whole Year ,Turmeric,20,8025,60470
Karnataka,Bidar,5,25,2008,130,Kharif     ,Arhar/Tur,1,1217,1596
Karnataka,Bidar,5,26,2009,119,Kharif     ,Bajra,2,468,565
Karnataka,Bidar,5,27,2000,118,Kharif     ,Castor seed,5,1296,359
Karnataka,Bidar,5,29,2001,125,Kharif     ,Cotton(lint),8,4652,12347
Karnataka,Bidar,5,27,2002,127,Kharif     ,Dry ginger,72,3,58
Karnataka,Bidar,5,30,2003,119,Kharif     ,Groundnut,10,46990,78747
Karnataka,Bidar,5,28,2004,121,Kharif     ,Horse-gram,24,7331,2520
Karnataka,Bidar,5,27,2005,127,Kharif     ,Jowar,11,2490,950
Karnataka,Bidar,5,27,2006,128,Kharif     ,Moong(Green Gram),13,4535,2584
Karnataka,Bidar,5,29,2007,118,Kharif     ,Other Kharif pulses,37,4406,2214
Karnataka,Bidar,5,30,2008,116,Kharif     ,Ragi,15,7069,7092
Karnataka,Bidar,5,29,2009,122,Kharif     ,Rice,0,43539,179564
Karnataka,Bidar,5,27,2009,114,Kharif     ,Sesamum,23,13350,10465
Karnataka,Bidar,5,29,2010,126,Kharif     ,Small millets,22,22,16
Karnataka,Bidar,5,31,2011,118,Kharif     ,Sunflower,17,1714,3372
Karnataka,Bidar,5,28,2012,128,Kharif     ,Urad,21,1736,894
Karnataka,Bidar,5,27,2013,113,Rabi       ,Gram,28,8,6
Karnataka,Bidar,5,27,2014,112,Rabi       ,Rapeseed &Mustard,38,58,13
Karnataka,Bidar,5,30,2015,110,Whole Year ,Arecanut,40,144,396
Karnataka,Bidar,5,26,2016,128,Whole Year ,Banana,3,7710,377037
Karnataka,Bidar,5,27,2017,120,Whole Year ,Black pepper,26,3,1
Karnataka,Bidar,5,27,2018,117,Whole Year ,Cashewnut,4,143,54
Karnataka,Bidar,5,28,2009,121,Whole Year ,Coconut ,6,18472,3128
Karnataka,Bidar,5,27,2010,117,Whole Year ,Coriander,7,2,1
Karnataka,Bidar,5,28,2011,124,Whole Year ,Dry chillies,9,677,953
Karnataka,Bidar,5,27,2012,124,Whole Year ,Garlic,52,13,73
Karnataka,Bidar,5,27,2013,124,Whole Year ,Onion,14,1879,19302
Karnataka,Bidar,5,25,2014,114,Whole Year ,Potato,73,126,1878
Karnataka,Bidar,5,27,2015,111,Whole Year ,Sugarcane,16,41402,4457712
Karnataka,Bidar,5,29,2016,115,Whole Year ,Sweet potato,18,42,876
Karnataka,Bidar,5,30,2017,128,Whole Year ,Tapioca,19,6364,316161
Karnataka,Bidar,5,28,2018,111,Whole Year ,Tobacco,25,2789,4423
Karnataka,Bidar,5,30,2009,113,Whole Year ,Turmeric,20,8586,61813
Karnataka,Bidar,5,27,2010,113,Kharif     ,Rice,0,38548,161599
Karnataka,Bidar,5,31,2011,123,Kharif     ,Small millets,22,27,34
Karnataka,Bidar,5,27,2012,117,Whole Year ,Arecanut,40,164,715
Karnataka,Bidar,5,31,2013,112,Whole Year ,Arhar/Tur,1,850,625
Karnataka,Bidar,5,31,2014,126,Whole Year ,Bajra,2,477,699
Karnataka,Bidar,5,27,2015,121,Whole Year ,Banana,3,8510,582228
Karnataka,Bidar,5,27,2016,126,Whole Year ,Black pepper,26,3,1
Karnataka,Bidar,5,25,2017,130,Whole Year ,Cashewnut,4,98,45
Karnataka,Bidar,5,26,2018,119,Whole Year ,Castor seed,5,952,264
Karnataka,Bidar,5,27,2009,118,Whole Year ,Coconut ,6,18984,2373
Karnataka,Bidar,5,29,2010,125,Whole Year ,Coriander,7,2,1
Karnataka,Bidar,5,27,2011,127,Whole Year ,Cotton(lint),8,2835,11180
Karnataka,Bidar,5,30,2012,119,Whole Year ,Dry chillies,9,819,725
Karnataka,Bidar,5,28,2013,121,Whole Year ,Dry ginger,72,11,205
Karnataka,Bidar,5,27,2014,127,Whole Year ,Garlic,52,30,169
Karnataka,Bidar,5,27,2015,128,Whole Year ,Gram,28,21,16
Karnataka,Bidar,5,29,2016,118,Whole Year ,Groundnut,10,33088,45350
Karnataka,Bidar,5,30,2017,116,Whole Year ,Horse-gram,24,7625,3403
Karnataka,Bidar,5,29,2018,122,Whole Year ,Jowar,11,250,357
Karnataka,Bidar,5,27,2000,114,Whole Year ,Maize,12,14703,86706
Karnataka,Bidar,5,29,2001,126,Whole Year ,Moong(Green Gram),13,3969,2130
Karnataka,Bidar,5,31,2002,118,Whole Year ,Onion,14,2014,15301
Karnataka,Bidar,5,28,2003,128,Whole Year ,Potato,73,63,940
Karnataka,Bidar,5,27,2004,113,Whole Year ,Ragi,15,8289,14709
Karnataka,Bidar,5,27,2005,112,Whole Year ,Rapeseed &Mustard,38,52,12
Karnataka,Bidar,5,30,2006,110,Whole Year ,Sesamum,23,10301,8441
Karnataka,Bidar,5,26,2007,128,Whole Year ,Sugarcane,16,43891,6038436
Karnataka,Bidar,5,27,2008,120,Whole Year ,Sunflower,17,5727,14980
Karnataka,Bidar,5,27,2009,117,Whole Year ,Sweet potato,18,1,17
Karnataka,Bidar,5,28,2000,121,Whole Year ,Tapioca,19,8958,468565
Karnataka,Bidar,5,27,2001,117,Whole Year ,Tobacco,25,2962,4698
Karnataka,Bidar,5,28,2002,124,Whole Year ,Turmeric,20,9219,68821
Karnataka,Bidar,5,27,2003,124,Whole Year ,Urad,21,1815,1342
Karnataka,Bidar,5,27,2004,124,Kharif     ,Rice,0,38360,166860
Karnataka,Bidar,5,25,2005,114,Kharif     ,Small millets,22,11,11
Karnataka,Bidar,5,27,2006,111,Whole Year ,Arecanut,40,177,586
Karnataka,Bidar,5,29,2007,115,Whole Year ,Arhar/Tur,1,860,1292
Karnataka,Bidar,5,30,2008,128,Whole Year ,Bajra,2,458,731
Karnataka,Bidar,5,28,2009,111,Whole Year ,Banana,3,10480,571018
Karnataka,Bidar,5,30,2000,113,Whole Year ,Cashewnut,4,109,62
Karnataka,Bidar,5,27,2001,113,Whole Year ,Castor seed,5,803,222
Karnataka,Bidar,5,31,2002,123,Whole Year ,Coconut ,6,19447,2784
Karnataka,Bidar,5,27,2003,117,Whole Year ,Cotton(lint),8,1983,6906
Karnataka,Bidar,5,31,2004,112,Whole Year ,Dry chillies,9,1113,1346
Karnataka,Bidar,5,31,2005,126,Whole Year ,Dry ginger,72,14,267
Karnataka,Bidar,5,27,2006,121,Whole Year ,Garlic,52,39,220
Karnataka,Bidar,5,27,2007,126,Whole Year ,Gram,28,21,16
Karnataka,Bidar,5,25,2008,130,Whole Year ,Groundnut,10,31416,50544
Karnataka,Bidar,5,26,2009,119,Whole Year ,Horse-gram,24,6825,2278
Karnataka,Bidar,5,27,2000,118,Whole Year ,Jowar,11,746,696
Karnataka,Bidar,5,29,2001,125,Whole Year ,Maize,12,20473,106435
Karnataka,Bidar,5,27,2002,127,Whole Year ,Moong(Green Gram),13,2568,1217
Karnataka,Bidar,5,30,2003,119,Whole Year ,Onion,14,3402,31262
Karnataka,Bidar,5,28,2004,121,Whole Year ,Potato,73,138,2314
Karnataka,Bidar,5,27,2005,127,Whole Year ,Ragi,15,5907,5540
Karnataka,Bidar,5,27,2006,128,Whole Year ,Rapeseed &Mustard,38,46,11
Karnataka,Bidar,5,29,2007,118,Whole Year ,Sesamum,23,12125,8911
Karnataka,Bidar,5,30,2008,116,Whole Year ,Small millets,22,11,11
Karnataka,Bidar,5,29,2009,122,Whole Year ,Sugarcane,16,41906,5286610
Karnataka,Bidar,5,27,2009,114,Whole Year ,Sunflower,17,7684,15416
Karnataka,Bidar,5,29,2010,126,Whole Year ,Sweet potato,18,3,41
Karnataka,Bidar,5,31,2011,118,Whole Year ,Tapioca,19,8345,375618
Karnataka,Bidar,5,28,2012,128,Whole Year ,Tobacco,25,3537,5610
Karnataka,Bidar,5,27,2013,113,Whole Year ,Turmeric,20,7882,54869
Karnataka,Bidar,5,27,2014,112,Whole Year ,Urad,21,1266,887
Karnataka,Bidar,5,30,2015,110,Kharif     ,Rice,0,38053,196321
Karnataka,Bidar,5,26,2016,128,Kharif     ,Small millets,22,12,10
Karnataka,Bidar,5,27,2017,120,Whole Year ,Arecanut,40,198,617
Karnataka,Bidar,5,27,2018,117,Whole Year ,Arhar/Tur,1,1488,2055
Karnataka,Bidar,5,28,2009,121,Whole Year ,Bajra,2,242,426
Karnataka,Bidar,5,27,2010,117,Whole Year ,Banana,3,10986,623763
Karnataka,Bidar,5,28,2011,124,Whole Year ,Black pepper,26,6,1
Karnataka,Bidar,5,27,2012,124,Whole Year ,Cardamom,27,8,1
Karnataka,Bidar,5,27,2013,124,Whole Year ,Cashewnut,4,25,64
Karnataka,Bidar,5,25,2014,114,Whole Year ,Castor seed,5,974,283
Karnataka,Bidar,5,27,2015,111,Whole Year ,Coconut ,6,10014,3318000
Karnataka,Bidar,5,29,2016,115,Whole Year ,Cotton(lint),8,1761,6605
Karnataka,Bidar,5,30,2017,128,Whole Year ,Dry chillies,9,397,498
Karnataka,Bidar,5,28,2018,111,Whole Year ,Dry ginger,72,5,100
Karnataka,Bidar,5,30,2009,113,Whole Year ,Garlic,52,38,214
Karnataka,Bidar,5,27,2010,113,Whole Year ,Groundnut,10,24994,53515
Karnataka,Bidar,5,31,2011,123,Whole Year ,Horse-gram,24,852,1133
Karnataka,Bidar,5,27,2012,117,Whole Year ,Jowar,11,98,309
Karnataka,Bidar,5,31,2013,112,Whole Year ,Maize,12,17685,174320
Karnataka,Bidar,5,31,2014,126,Whole Year ,Moong(Green Gram),13,1038,1608
Karnataka,Bidar,5,27,2015,121,Whole Year ,Onion,14,1440,28753
Karnataka,Bidar,5,27,2016,126,Whole Year ,Potato,73,155,2858
Karnataka,Bidar,5,25,2017,130,Whole Year ,Ragi,15,6146,8434
Karnataka,Bidar,5,26,2018,119,Whole Year ,Rapeseed &Mustard,38,45,10
Karnataka,Bidar,5,27,2009,118,Whole Year ,Sesamum,23,16216,12298
Karnataka,Bidar,5,29,2010,125,Whole Year ,Small millets,22,12,10
Karnataka,Bidar,5,27,2011,127,Whole Year ,Sugarcane,16,37039,4632740
Karnataka,Bidar,5,30,2012,119,Whole Year ,Sunflower,17,1098,4760
Karnataka,Bidar,5,28,2013,121,Whole Year ,Sweet potato,18,14,186
Karnataka,Bidar,5,27,2014,127,Whole Year ,Tapioca,19,8395,413762
Karnataka,Bidar,5,27,2015,128,Whole Year ,Tobacco,25,2980,4726
Karnataka,Bidar,5,29,2016,118,Whole Year ,Turmeric,20,8365,52872
Karnataka,Bidar,5,30,2017,116,Whole Year ,Urad,21,1793,862
Karnataka,Bidar,5,29,2018,122,Kharif     ,Rice,0,38114,156419
Karnataka,Bidar,5,27,2000,114,Kharif     ,Small millets,22,22,19
Karnataka,Bidar,5,29,2001,126,Whole Year ,Arecanut,40,215,333
Karnataka,Bidar,5,31,2002,118,Whole Year ,Arhar/Tur,1,1024,1317
Karnataka,Bidar,5,28,2003,128,Whole Year ,Bajra,2,222,342
Karnataka,Bidar,5,27,2004,113,Whole Year ,Banana,3,10919,370426
Karnataka,Bidar,5,27,2005,112,Whole Year ,Cashewnut,4,27,14
Karnataka,Bidar,5,30,2006,110,Whole Year ,Castor seed,5,640,177
Karnataka,Bidar,5,26,2007,128,Whole Year ,Coconut ,6,10474,145000
Karnataka,Bidar,5,27,2008,120,Whole Year ,Cotton(lint),8,1421,6226
Karnataka,Bidar,5,27,2009,117,Whole Year ,Dry chillies,9,323,173
Karnataka,Bidar,5,28,2000,121,Whole Year ,Dry ginger,72,3,48
Karnataka,Bidar,5,27,2001,117,Whole Year ,Garlic,52,32,180
Karnataka,Bidar,5,28,2002,124,Whole Year ,Gram,28,1,1
Karnataka,Bidar,5,27,2003,124,Whole Year ,Groundnut,10,19392,32860
Karnataka,Bidar,5,27,2004,124,Whole Year ,Horse-gram,24,880,405
Karnataka,Bidar,5,25,2005,114,Whole Year ,Jowar,11,27,43
Karnataka,Bidar,5,27,2006,111,Whole Year ,Maize,12,13781,92829
Karnataka,Bidar,5,29,2007,115,Whole Year ,Moong(Green Gram),13,695,240
Karnataka,Bidar,5,30,2008,128,Whole Year ,Onion,14,1631,25878
Karnataka,Bidar,5,28,2009,111,Whole Year ,Potato,73,141,2590
Karnataka,Bidar,5,30,2000,113,Whole Year ,Ragi,15,6726,8325
Karnataka,Bidar,5,27,2001,113,Whole Year ,Rapeseed &Mustard,38,45,10
Karnataka,Bidar,5,31,2002,123,Whole Year ,Sesamum,23,12923,8721
Karnataka,Bidar,5,27,2003,117,Whole Year ,Sugarcane,16,34596,3507607
Karnataka,Bidar,5,31,2004,112,Whole Year ,Sunflower,17,274,586
Karnataka,Bidar,5,31,2005,126,Whole Year ,Sweet potato,18,4,59
Karnataka,Bidar,5,27,2006,121,Whole Year ,Tapioca,19,8670,308313
Karnataka,Bidar,5,27,2007,126,Whole Year ,Tobacco,25,3574,5668
Karnataka,Bidar,5,25,2008,130,Whole Year ,Turmeric,20,9854,56673
Karnataka,Bidar,5,26,2009,119,Whole Year ,Urad,21,929,353
Karnataka,Bidar,5,27,2000,118,Kharif     ,Arhar/Tur,1,1330,1173
Karnataka,Bidar,5,29,2001,125,Kharif     ,Castor seed,5,575,222
Karnataka,Bidar,5,27,2002,127,Kharif     ,Cotton(lint),8,1347,4552
Karnataka,Bidar,5,30,2003,119,Kharif     ,Groundnut,10,19895,37026
Karnataka,Bidar,5,28,2004,121,Kharif     ,Horse-gram,24,997,588
Karnataka,Bidar,5,27,2005,127,Kharif     ,Maize,12,12575,74744
Karnataka,Bidar,5,27,2006,128,Kharif     ,Moong(Green Gram),13,636,97
Karnataka,Bidar,5,29,2007,118,Kharif     ,Ragi,15,6441,9950
Karnataka,Bidar,5,30,2008,116,Kharif     ,Rice,0,36659,154538
Karnataka,Bidar,5,29,2009,122,Kharif     ,Sunflower,17,90,129
Karnataka,Bidar,5,27,2009,114,Kharif     ,Urad,21,977,482
Karnataka,Bidar,5,29,2010,126,Whole Year ,Sugarcane,16,34479,4115118
Karnataka,Bidar,5,31,2011,118,Kharif     ,Bajra,2,79,175
Karnataka,Bidar,5,28,2012,128,Kharif     ,Cotton(lint),8,279,1216
Karnataka,Bidar,5,27,2013,113,Kharif     ,Groundnut,10,16771,18751
Karnataka,Bidar,5,27,2014,112,Kharif     ,Maize,12,12126,68958
Karnataka,Bidar,5,30,2015,110,Kharif     ,Ragi,15,5459,10594
Karnataka,Bidar,5,26,2016,128,Kharif     ,Rice,0,33719,144357
Karnataka,Bidar,5,27,2017,120,Rabi       ,Cotton(lint),8,569,1452
Karnataka,Bidar,5,27,2018,117,Rabi       ,Groundnut,10,1763,7302
Karnataka,Bidar,5,28,2009,121,Rabi       ,Maize,12,459,2336
Karnataka,Bidar,5,27,2010,117,Rabi       ,Rapeseed &Mustard,38,22,5
Karnataka,Bidar,5,28,2011,124,Whole Year ,Arecanut,40,233,1003
Karnataka,Bidar,5,27,2012,124,Whole Year ,Arhar/Tur,1,1175,707
Karnataka,Bidar,5,27,2013,124,Whole Year ,Banana,3,5246,159356
Karnataka,Bidar,5,25,2014,114,Whole Year ,Black pepper,26,7,2
Karnataka,Bidar,5,27,2015,111,Whole Year ,Cashewnut,4,23,6
